growth_rate_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud,growth_rate_ratio
0.9311447368601041,0,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,0,1.48369631,0.525,5,11,14,32,0.9311447368601041
0.9311447368601041,0,2.96739262,0.508739406779661,5,11,14,32,0.9311447368601041
0.9311447368601041,0,4.45108893,0.5040584415584416,5,11,14,32,0.9311447368601041
0.9311447368601041,0,5.93478524,0.49979258849557523,5,11,14,32,0.9311447368601041
0.9311447368601041,0,7.41848155,0.48938141391106044,5,11,14,32,0.9311447368601041
0.9311447368601041,0,8.90217786,0.48367510180337403,5,11,14,32,0.9311447368601041
0.9311447368601041,0,10.385874170000001,0.4717173036727381,5,11,14,32,0.9311447368601041
0.9311447368601041,0,11.86957048,0.4642870751409846,5,11,14,32,0.9311447368601041
0.9311447368601041,0,13.35326679,0.45593788831935383,5,11,14,32,0.9311447368601041
0.9311447368601041,0,14.8369631,0.44549804726220216,5,11,14,32,0.9311447368601041
0.9311447368601041,0,16.32065941,0.4341348200170254,5,11,14,32,0.9311447368601041
0.9311447368601041,0,17.80435572,0.42354722566966596,5,11,14,32,0.9311447368601041
0.9311447368601041,0,19.28805203,0.41277216917679954,5,11,14,32,0.9311447368601041
0.9311447368601041,0,20.771748340000002,0.40207191799236974,5,11,14,32,0.9311447368601041
0.9311447368601041,1,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,1,1.48369631,0.5260416666666666,5,11,14,32,0.9311447368601041
0.9311447368601041,1,2.96739262,0.5205729166666667,5,11,14,32,0.9311447368601041
0.9311447368601041,1,4.45108893,0.5169491525423728,5,11,14,32,0.9311447368601041
0.9311447368601041,1,5.93478524,0.5073650881057269,5,11,14,32,0.9311447368601041
0.9311447368601041,1,7.41848155,0.5000703828828829,5,11,14,32,0.9311447368601041
0.9311447368601041,1,8.90217786,0.4887709416522241,5,11,14,32,0.9311447368601041
0.9311447368601041,1,10.385874170000001,0.477378662326132,5,11,14,32,0.9311447368601041
0.9311447368601041,1,11.86957048,0.46609486420876955,5,11,14,32,0.9311447368601041
0.9311447368601041,1,13.35326679,0.45599588764742394,5,11,14,32,0.9311447368601041
0.9311447368601041,1,14.8369631,0.44561638477382554,5,11,14,32,0.9311447368601041
0.9311447368601041,1,16.32065941,0.43446735829959515,5,11,14,32,0.9311447368601041
0.9311447368601041,1,17.80435572,0.42368664802968137,5,11,14,32,0.9311447368601041
0.9311447368601041,1,19.28805203,0.4126961972083507,5,11,14,32,0.9311447368601041
0.9311447368601041,1,20.771748340000002,0.4018009072580645,5,11,14,32,0.9311447368601041
0.9311447368601041,2,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,2,1.48369631,0.5279605263157895,5,11,14,32,0.9311447368601041
0.9311447368601041,2,2.96739262,0.5368303571428571,5,11,14,32,0.9311447368601041
0.9311447368601041,2,4.45108893,0.5287905092592593,5,11,14,32,0.9311447368601041
0.9311447368601041,2,5.93478524,0.5228080568720379,5,11,14,32,0.9311447368601041
0.9311447368601041,2,7.41848155,0.5162484885126964,5,11,14,32,0.9311447368601041
0.9311447368601041,2,8.90217786,0.5099019456454602,5,11,14,32,0.9311447368601041
0.9311447368601041,2,10.385874170000001,0.497728895588702,5,11,14,32,0.9311447368601041
0.9311447368601041,2,11.86957048,0.48935200194520995,5,11,14,32,0.9311447368601041
0.9311447368601041,2,13.35326679,0.48063012252669923,5,11,14,32,0.9311447368601041
0.9311447368601041,2,14.8369631,0.470844010758609,5,11,14,32,0.9311447368601041
0.9311447368601041,2,16.32065941,0.4603044195607487,5,11,14,32,0.9311447368601041
0.9311447368601041,2,17.80435572,0.4495868859620021,5,11,14,32,0.9311447368601041
0.9311447368601041,2,19.28805203,0.4384047247009093,5,11,14,32,0.9311447368601041
0.9311447368601041,2,20.771748340000002,0.42732863993653997,5,11,14,32,0.9311447368601041
0.9311447368601041,3,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,3,1.48369631,0.4899364406779661,5,11,14,32,0.9311447368601041
0.9311447368601041,3,2.96739262,0.4893162393162393,5,11,14,32,0.9311447368601041
0.9311447368601041,3,4.45108893,0.4882127192982456,5,11,14,32,0.9311447368601041
0.9311447368601041,3,5.93478524,0.47963169642857145,5,11,14,32,0.9311447368601041
0.9311447368601041,3,7.41848155,0.4755759385665529,5,11,14,32,0.9311447368601041
0.9311447368601041,3,8.90217786,0.47005133024869866,5,11,14,32,0.9311447368601041
0.9311447368601041,3,10.385874170000001,0.461688479739722,5,11,14,32,0.9311447368601041
0.9311447368601041,3,11.86957048,0.45216672960725074,5,11,14,32,0.9311447368601041
0.9311447368601041,3,13.35326679,0.44307176139864446,5,11,14,32,0.9311447368601041
0.9311447368601041,3,14.8369631,0.4329336102035193,5,11,14,32,0.9311447368601041
0.9311447368601041,3,16.32065941,0.4226933701657459,5,11,14,32,0.9311447368601041
0.9311447368601041,3,17.80435572,0.41281658611756755,5,11,14,32,0.9311447368601041
0.9311447368601041,3,19.28805203,0.40238866301675863,5,11,14,32,0.9311447368601041
0.9311447368601041,3,20.771748340000002,0.3915514484637425,5,11,14,32,0.9311447368601041
0.9311447368601041,4,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,4,1.48369631,0.5307112068965517,5,11,14,32,0.9311447368601041
0.9311447368601041,4,2.96739262,0.5301339285714286,5,11,14,32,0.9311447368601041
0.9311447368601041,4,4.45108893,0.5299773755656109,5,11,14,32,0.9311447368601041
0.9311447368601041,4,5.93478524,0.5266310623556582,5,11,14,32,0.9311447368601041
0.9311447368601041,4,7.41848155,0.516636690647482,5,11,14,32,0.9311447368601041
0.9311447368601041,4,8.90217786,0.5086911674816625,5,11,14,32,0.9311447368601041
0.9311447368601041,4,10.385874170000001,0.498911252354049,5,11,14,32,0.9311447368601041
0.9311447368601041,4,11.86957048,0.490592958987504,5,11,14,32,0.9311447368601041
0.9311447368601041,4,13.35326679,0.4806301229508197,5,11,14,32,0.9311447368601041
0.9311447368601041,4,14.8369631,0.46943811194688406,5,11,14,32,0.9311447368601041
0.9311447368601041,4,16.32065941,0.4586664732305973,5,11,14,32,0.9311447368601041
0.9311447368601041,4,17.80435572,0.44787994717884516,5,11,14,32,0.9311447368601041
0.9311447368601041,4,19.28805203,0.4369041725799485,5,11,14,32,0.9311447368601041
0.9311447368601041,4,20.771748340000002,0.42609291680143346,5,11,14,32,0.9311447368601041
0.9311447368601041,5,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,5,1.48369631,0.4956896551724138,5,11,14,32,0.9311447368601041
0.9311447368601041,5,2.96739262,0.5060840707964602,5,11,14,32,0.9311447368601041
0.9311447368601041,5,4.45108893,0.49732545045045046,5,11,14,32,0.9311447368601041
0.9311447368601041,5,5.93478524,0.49040697674418604,5,11,14,32,0.9311447368601041
0.9311447368601041,5,7.41848155,0.48125,5,11,14,32,0.9311447368601041
0.9311447368601041,5,8.90217786,0.47261321909424725,5,11,14,32,0.9311447368601041
0.9311447368601041,5,10.385874170000001,0.46232970560601316,5,11,14,32,0.9311447368601041
0.9311447368601041,5,11.86957048,0.4519269249239635,5,11,14,32,0.9311447368601041
0.9311447368601041,5,13.35326679,0.44105282585513905,5,11,14,32,0.9311447368601041
0.9311447368601041,5,14.8369631,0.4315236958888052,5,11,14,32,0.9311447368601041
0.9311447368601041,5,16.32065941,0.42168348281016443,5,11,14,32,0.9311447368601041
0.9311447368601041,5,17.80435572,0.4113580421712991,5,11,14,32,0.9311447368601041
0.9311447368601041,5,19.28805203,0.40077853014175535,5,11,14,32,0.9311447368601041
0.9311447368601041,5,20.771748340000002,0.39017928627808224,5,11,14,32,0.9311447368601041
0.9311447368601041,6,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,6,1.48369631,0.506885593220339,5,11,14,32,0.9311447368601041
0.9311447368601041,6,2.96739262,0.5105088495575221,5,11,14,32,0.9311447368601041
0.9311447368601041,6,4.45108893,0.5092075892857143,5,11,14,32,0.9311447368601041
0.9311447368601041,6,5.93478524,0.49548451834862384,5,11,14,32,0.9311447368601041
0.9311447368601041,6,7.41848155,0.48718419506462984,5,11,14,32,0.9311447368601041
0.9311447368601041,6,8.90217786,0.48204430190930786,5,11,14,32,0.9311447368601041
0.9311447368601041,6,10.385874170000001,0.4734265467845169,5,11,14,32,0.9311447368601041
0.9311447368601041,6,11.86957048,0.465302093059446,5,11,14,32,0.9311447368601041
