strain,growth_rate_ratio,mtdna_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud
WT (ic) and WT (il),0.9970296856337968,1.31,16,11.86957048,0.5620427227593415,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,13.35326679,0.5624713771671573,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,14.8369631,0.5625102328170536,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,16.32065941,0.5618070351552897,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,17.80435572,0.5613668526190574,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,19.28805203,0.5609117369253198,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,16,20.77174834,0.5604936290511567,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,1.48369631,0.5713541666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,2.96739262,0.56875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,4.45108893,0.578515625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,5.93478524,0.5759114583333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,7.41848155,0.5794773201251303,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,8.90217786,0.5840669014084507,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,10.38587417,0.5823150810245687,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,11.86957048,0.582760989010989,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,13.35326679,0.5817687180662912,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,14.8369631,0.5818260623647452,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,16.32065941,0.5812455885491046,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,17.80435572,0.5808108097002966,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,19.28805203,0.5803082163603153,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,17,20.77174834,0.579964389935993,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,1.48369631,0.5609375,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,2.96739262,0.5736979166666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,4.45108893,0.5697916666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,5.93478524,0.5682942708333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,7.41848155,0.5712982273201251,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,8.90217786,0.5697943864229765,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,10.38587417,0.5704228806907379,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,11.86957048,0.568983300589391,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,13.35326679,0.5681844262295082,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,14.8369631,0.5677664506071546,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,16.32065941,0.5673544137942366,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,17.80435572,0.566834480078305,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,19.28805203,0.566410882222149,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,18,20.77174834,0.566022255315202,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,1.48369631,0.5677083333333334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,2.96739262,0.5619791666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,4.45108893,0.5623686974789915,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,5.93478524,0.5661260548523207,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,7.41848155,0.5617747890295358,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,8.90217786,0.5587546198521647,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,10.38587417,0.5589075713530656,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,11.86957048,0.558512133033589,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,13.35326679,0.5583515319965588,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,14.8369631,0.5575132538104705,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,16.32065941,0.557307732172471,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,17.80435572,0.5569553354974761,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,19.28805203,0.5564681316831724,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,19,20.77174834,0.5559373777752813,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,1.48369631,0.5666666666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,2.96739262,0.5682291666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,4.45108893,0.5641997907949791,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,5.93478524,0.561124213836478,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,7.41848155,0.557608981092437,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,8.90217786,0.5568809148264984,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,10.38587417,0.555876448130595,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,11.86957048,0.5551458470665788,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,13.35326679,0.5550122904843605,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,14.8369631,0.5548568431139308,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,16.32065941,0.5544894060437652,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,17.80435572,0.5540587950390781,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,19.28805203,0.5536067813010219,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,20,20.77174834,0.553171436690534,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,1.48369631,0.5645833333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,2.96739262,0.56953125,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,4.45108893,0.5680989583333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,5.93478524,0.5677083333333334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,7.41848155,0.5660882045929019,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,8.90217786,0.5660882045929019,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,10.38587417,0.5644699843055192,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,11.86957048,0.5636498297760901,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,13.35326679,0.5630900091779205,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,14.8369631,0.5629799173065564,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,16.32065941,0.5626108447188649,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,17.80435572,0.5621974074652507,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,19.28805203,0.5617997494219011,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,21,20.77174834,0.5612805367800611,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,1.48369631,0.5609375,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,2.96739262,0.56015625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,4.45108893,0.5516927083333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,5.93478524,0.5500651041666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,7.41848155,0.5534084984358707,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,8.90217786,0.5517460835509138,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,10.38587417,0.551508564330544,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,11.86957048,0.5511326437082624,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,13.35326679,0.5514817940482433,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,14.8369631,0.5508583858164403,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,16.32065941,0.5504940691183714,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,17.80435572,0.5501619660718835,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,19.28805203,0.5496290025960562,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,22,20.77174834,0.5491592043105081,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,1.48369631,0.5598958333333334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,2.96739262,0.5575105042016807,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,4.45108893,0.5674894957983193,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,5.93478524,0.5644038865546218,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,7.41848155,0.5625987881981033,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,8.90217786,0.563918954593453,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,10.38587417,0.5652575957727873,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,11.86957048,0.5648924038080126,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,13.35326679,0.5640593977498346,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,14.8369631,0.56386121600583,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,16.32065941,0.5633149245689655,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,17.80435572,0.5626615865045441,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,19.28805203,0.5623631521436554,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,23,20.77174834,0.5619854397049985,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,1.48369631,0.559375,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,2.96739262,0.5640625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,4.45108893,0.5678385416666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,5.93478524,0.5692057291666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,7.41848155,0.5700520833333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,8.90217786,0.56904296875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,10.38587417,0.5703532325338895,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,11.86957048,0.5714104950365726,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,13.35326679,0.5717229199372057,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,14.8369631,0.5712502046831505,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,16.32065941,0.570943882987443,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,17.80435572,0.5704141641641641,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,19.28805203,0.5699945983026757,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,24,20.77174834,0.5695676866244029,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,1.48369631,0.5661458333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,2.96739262,0.5672268907563025,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,4.45108893,0.5652573529411765,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,5.93478524,0.5687368697478992,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,7.41848155,0.5711842105263157,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,8.90217786,0.5702507898894155,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,10.38587417,0.5704403034300791,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,11.86957048,0.571147305507859,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,13.35326679,0.5703925619834711,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,14.8369631,0.57035981401198,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,16.32065941,0.5700289479351301,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,17.80435572,0.5697313300112762,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,19.28805203,0.5692352089731884,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,25,20.77174834,0.568736171129994,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,1.48369631,0.5614583333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,2.96739262,0.56640625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,4.45108893,0.569140625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,5.93478524,0.5671223958333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,7.41848155,0.5691731770833334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,8.90217786,0.5700560187597707,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,10.38587417,0.5683537698930342,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,11.86957048,0.5693768773671151,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,13.35326679,0.5694163017190667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,14.8369631,0.5692143943855517,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,16.32065941,0.5688177578893929,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,17.80435572,0.5684757302247034,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,19.28805203,0.5679798079803672,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,26,20.77174834,0.5675619569459565,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,1.48369631,0.565625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,2.96739262,0.5669270833333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,4.45108893,0.5604166666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,5.93478524,0.5596294363256785,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,7.41848155,0.5576345350052246,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,8.90217786,0.5545606338397067,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,10.38587417,0.5519659239842726,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,11.86957048,0.5512142529187983,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,13.35326679,0.5506263133701077,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,14.8369631,0.5505545514295104,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,16.32065941,0.549864045479975,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,17.80435572,0.5492057200510645,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,19.28805203,0.5488815645728468,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,27,20.77174834,0.5483699633699634,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,1.48369631,0.5614583333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,2.96739262,0.5591145833333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,4.45108893,0.5623692468619247,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,5.93478524,0.5658342050209205,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,7.41848155,0.5631558237145855,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,8.90217786,0.5642233455882353,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,10.38587417,0.5647685428721725,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,11.86957048,0.5640386387572407,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,13.35326679,0.5638672003689794,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,14.8369631,0.56364103008114,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,16.32065941,0.5635974597959251,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,17.80435572,0.5630318412504236,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,19.28805203,0.562677393729261,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,28,20.77174834,0.5622506311562326,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,1.48369631,0.565625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,2.96739262,0.5685399159663865,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,4.45108893,0.5677521008403361,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,5.93478524,0.5690651260504201,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,7.41848155,0.5661513157894736,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,8.90217786,0.5702467105263158,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,10.38587417,0.5691976040021064,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,11.86957048,0.5691608483730733,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,13.35326679,0.5687689656309783,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,14.8369631,0.5691353870797279,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,16.32065941,0.569022188248905,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,17.80435572,0.5686667052721271,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,19.28805203,0.5682554245429512,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,29,20.77174834,0.567799945486127,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,1.48369631,0.5604166666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,2.96739262,0.5661458333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,4.45108893,0.5721354166666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,5.93478524,0.5739583333333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,7.41848155,0.5759580291970803,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,8.90217786,0.5759231471816284,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,10.38587417,0.5760143979057591,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,11.86957048,0.5765541027657622,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,13.35326679,0.5766911282387668,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,14.8369631,0.5765784072249589,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,16.32065941,0.5761636244842946,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,17.80435572,0.575645186175684,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,19.28805203,0.5751961451644129,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,30,20.77174834,0.5747518392966133,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,1.48369631,0.5640625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,2.96739262,0.5617055084745762,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,4.45108893,0.5622351694915254,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,5.93478524,0.5581873673036093,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,7.41848155,0.5576514346439958,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,8.90217786,0.5559805747738159,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,10.38587417,0.5557785847547975,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,11.86957048,0.5546291043780032,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,13.35326679,0.5536955359529537,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,14.8369631,0.5531089003746822,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,16.32065941,0.5530829300760189,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,17.80435572,0.5528024016094556,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,19.28805203,0.5523011575802838,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,31,20.77174834,0.551796534523497,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,1.48369631,0.5598958333333334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,2.96739262,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,4.45108893,0.5725260416666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,5.93478524,0.5801432291666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,7.41848155,0.5810546875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,8.90217786,0.5807739958268128,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,10.38587417,0.5804597701149425,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,11.86957048,0.579605994247614,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,13.35326679,0.5793067914158597,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,14.8369631,0.5790389401978123,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,16.32065941,0.5784905884667727,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,17.80435572,0.5779591899544503,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,19.28805203,0.5776023350068199,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,32,20.77174834,0.5771822018212779,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,1.48369631,0.5635416666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,2.96739262,0.5609375,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,4.45108893,0.5665364583333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,5.93478524,0.5620433194154488,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,7.41848155,0.5612930584551148,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,8.90217786,0.5609309623430963,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,10.38587417,0.5615265052356021,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,11.86957048,0.5616567330364161,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,13.35326679,0.56061872909699,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,14.8369631,0.5601865151017729,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,16.32065941,0.5596902265893294,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,17.80435572,0.559230667220422,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,19.28805203,0.5587957197842911,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,33,20.77174834,0.5584521399355031,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,1.48369631,0.5697916666666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,2.96739262,0.571875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,4.45108893,0.5782552083333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,5.93478524,0.5725911458333334,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,7.41848155,0.5753330721003135,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,8.90217786,0.5726439790575916,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,10.38587417,0.5702429282346778,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,11.86957048,0.5703995216878521,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,13.35326679,0.5697273055227601,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,14.8369631,0.5692860719797721,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,16.32065941,0.5685634175009452,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,17.80435572,0.5681380496596904,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,19.28805203,0.567757980235298,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,34,20.77174834,0.5673030080420662,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,1.48369631,0.5515625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,2.96739262,0.5591145833333333,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,4.45108893,0.5576822916666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,5.93478524,0.5580729166666667,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,35,7.41848155,0.5577799479166666,5,11,14,32
