strain,growth_rate_ratio,mtdna_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud
WT (ic) and ∆cob,1.0286195767971165,0.5,6,7.41848155,0.3366536458333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,8.90217786,0.3339192708333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,10.38587417,0.3333333333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,11.86957048,0.33328857421875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,13.35326679,0.333538818359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,14.8369631,0.3333180745442708,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,16.32065941,0.3334065755208333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,17.80435572,0.3333724975585937,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,19.28805203,0.3333629608154297,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,6,20.77174834,0.3334287007649739,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,0.0,0.34375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,1.48369631,0.3416666666666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,2.96739262,0.3408854166666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,4.45108893,0.345703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,5.93478524,0.3363932291666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,7.41848155,0.3348958333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,8.90217786,0.3343587239583333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,10.38587417,0.3347574869791667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,11.86957048,0.33370361328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,13.35326679,0.3343058268229166,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,14.8369631,0.3341552734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,16.32065941,0.3340474446614583,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,17.80435572,0.3339861551920572,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,19.28805203,0.3341490427652995,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,7,20.77174834,0.3341491063435872,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,0.0,0.34375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,1.48369631,0.3385416666666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,2.96739262,0.3481770833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,4.45108893,0.3458333333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,5.93478524,0.344921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,7.41848155,0.3409830729166667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,8.90217786,0.3397298177083333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,10.38587417,0.3384602864583333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,11.86957048,0.3388712565104166,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,13.35326679,0.3385762532552083,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,14.8369631,0.3384134928385416,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,16.32065941,0.3387496948242187,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,17.80435572,0.3387062072753906,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,19.28805203,0.3388264973958333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,8,20.77174834,0.3388288497924804,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,0.0,0.34375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,1.48369631,0.3489583333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,2.96739262,0.36015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,4.45108893,0.3639322916666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,5.93478524,0.3611328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,7.41848155,0.3601236979166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,8.90217786,0.3594401041666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,10.38587417,0.3577392578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,11.86957048,0.3579386393229166,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,13.35326679,0.3582356770833333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,14.8369631,0.357977294921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,16.32065941,0.3579091389973958,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,17.80435572,0.3578511555989583,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,19.28805203,0.3577677408854167,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,9,20.77174834,0.3577722549438477,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,1.48369631,0.2869791666666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,2.96739262,0.2921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,4.45108893,0.2921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,5.93478524,0.2985677083333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,7.41848155,0.2974609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,8.90217786,0.298291015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,10.38587417,0.2984130859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,11.86957048,0.2987874348958333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,13.35326679,0.2991292317708333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,14.8369631,0.2994252522786458,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,16.32065941,0.2996287027994792,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,17.80435572,0.2996490478515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,19.28805203,0.2997287750244141,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,20.77174834,0.2997549692789713,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,1.48369631,0.2776041666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,2.96739262,0.2776041666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,4.45108893,0.27421875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,5.93478524,0.2753255208333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,7.41848155,0.27607421875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,8.90217786,0.2782877604166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,10.38587417,0.2777099609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,11.86957048,0.2776407877604167,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,13.35326679,0.2775126139322916,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,14.8369631,0.2777923583984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,16.32065941,0.2776514689127604,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,17.80435572,0.2774744669596354,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,19.28805203,0.2774305979410807,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,1,20.77174834,0.2774742126464843,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,1.48369631,0.2755208333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,2.96739262,0.2723958333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,4.45108893,0.2647135416666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,5.93478524,0.2623697916666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,7.41848155,0.2643229166666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,8.90217786,0.2650553385416667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,10.38587417,0.263720703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,11.86957048,0.2639973958333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,13.35326679,0.2637959798177083,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,14.8369631,0.2642384847005208,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,16.32065941,0.2642344156901041,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,17.80435572,0.2642038981119791,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,19.28805203,0.2642351786295573,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,2,20.77174834,0.2641707102457682,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,1.48369631,0.2802083333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,2.96739262,0.27578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,4.45108893,0.2786458333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,5.93478524,0.275390625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,7.41848155,0.27607421875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,8.90217786,0.2761881510416666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,10.38587417,0.277880859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,11.86957048,0.2777099609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,13.35326679,0.2779988606770833,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,14.8369631,0.2779347737630208,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,16.32065941,0.2778681437174479,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,17.80435572,0.2778968811035156,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,19.28805203,0.2779313405354818,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,3,20.77174834,0.2778882344563802,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,1.48369631,0.278125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,2.96739262,0.2809895833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,4.45108893,0.2856770833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,5.93478524,0.2814453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,7.41848155,0.28173828125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,8.90217786,0.281884765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,10.38587417,0.2817464192708333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,11.86957048,0.2816691080729167,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,13.35326679,0.281787109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,14.8369631,0.2816274007161458,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,16.32065941,0.2819447835286458,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,17.80435572,0.2821403503417968,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,19.28805203,0.2821662902832031,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,4,20.77174834,0.2821629842122395,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,1.48369631,0.2770833333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,2.96739262,0.2765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,4.45108893,0.2740885416666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,5.93478524,0.2728515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,7.41848155,0.273046875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,8.90217786,0.2745279947916667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,10.38587417,0.274072265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,11.86957048,0.2751871744791667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,13.35326679,0.275079345703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,14.8369631,0.2749735514322917,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,16.32065941,0.2750869750976562,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,17.80435572,0.2750132242838541,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,19.28805203,0.2750572204589844,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,5,20.77174834,0.2750155766805013,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,1.48369631,0.2822916666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,2.96739262,0.2885416666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,4.45108893,0.288671875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,5.93478524,0.2897135416666667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,7.41848155,0.29228515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,8.90217786,0.2941569010416666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,10.38587417,0.2939534505208333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,11.86957048,0.2933024088541666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,13.35326679,0.29326171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,14.8369631,0.2927093505859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,16.32065941,0.2927541097005208,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,17.80435572,0.2925951639811198,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,19.28805203,0.2924855550130208,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,6,20.77174834,0.2924425760904948,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,1.48369631,0.2828125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,2.96739262,0.2872395833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,4.45108893,0.2872395833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,5.93478524,0.290234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,7.41848155,0.2883138020833333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,8.90217786,0.2901529947916667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,10.38587417,0.2927001953125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,11.86957048,0.2921956380208333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,13.35326679,0.2922587076822917,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,14.8369631,0.2921925862630208,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,16.32065941,0.2924062093098958,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,17.80435572,0.2923749287923177,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,19.28805203,0.2923690795898437,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,7,20.77174834,0.2923945109049479,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,1.48369631,0.2859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,2.96739262,0.2934895833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,4.45108893,0.29609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,5.93478524,0.2962890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,7.41848155,0.29306640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,8.90217786,0.2936360677083333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,10.38587417,0.2951171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,11.86957048,0.2943277994791666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,13.35326679,0.2948221842447917,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,14.8369631,0.2942860921223958,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,16.32065941,0.2942591349283854,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,17.80435572,0.2942476908365885,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,19.28805203,0.2941697438557942,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,8,20.77174834,0.2941853205362956,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,1.48369631,0.2833333333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,2.96739262,0.271875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,4.45108893,0.2845052083333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,5.93478524,0.2811848958333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,7.41848155,0.2805338541666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,8.90217786,0.2796223958333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,10.38587417,0.2814127604166667,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,11.86957048,0.2806396484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,13.35326679,0.2800537109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,14.8369631,0.2802663167317708,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,16.32065941,0.2806193033854167,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,17.80435572,0.28065185546875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,19.28805203,0.2807042439778646,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,9,20.77174834,0.2806742986043294,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,0.0,0.21875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,1.48369631,0.2161458333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,2.96739262,0.2140625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,4.45108893,0.212890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,5.93478524,0.2085286458333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,7.41848155,0.2066080729166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,8.90217786,0.2064453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,10.38587417,0.2064778645833333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,11.86957048,0.2060384114583333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,13.35326679,0.2059712727864583,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,14.8369631,0.2060007731119791,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,16.32065941,0.206146748860677,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,17.80435572,0.2060587565104166,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,19.28805203,0.2060192108154296,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,0,20.77174834,0.2060363133748372,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,0.0,0.21875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,1.48369631,0.2151041666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,2.96739262,0.2052083333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,4.45108893,0.203125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,5.93478524,0.20625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,7.41848155,0.2032877604166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,8.90217786,0.202001953125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,10.38587417,0.2048583984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,11.86957048,0.2054768880208333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,13.35326679,0.2059224446614583,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,14.8369631,0.205706787109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,16.32065941,0.2057032267252604,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,17.80435572,0.2055745442708333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,19.28805203,0.2055141448974609,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,1,20.77174834,0.2055144627888997,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,0.0,0.21875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,1.48369631,0.2234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,2.96739262,0.2302083333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,4.45108893,0.22109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,5.93478524,0.2195963541666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,7.41848155,0.2185221354166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,8.90217786,0.2184895833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,10.38587417,0.2192708333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,11.86957048,0.219287109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,13.35326679,0.21920166015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,14.8369631,0.2190511067708333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,16.32065941,0.2188735961914062,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,17.80435572,0.2189178466796875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,19.28805203,0.219021987915039,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,2,20.77174834,0.2189999898274739,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,0.0,0.21875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,1.48369631,0.2197916666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,2.96739262,0.2239583333333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,4.45108893,0.2216145833333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,5.93478524,0.2197265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,7.41848155,0.2206380208333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,8.90217786,0.2215657552083333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,10.38587417,0.2218831380208333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,11.86957048,0.2219156901041666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,13.35326679,0.2218404134114583,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,14.8369631,0.22210693359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,16.32065941,0.2223169962565104,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,17.80435572,0.2221921284993489,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,19.28805203,0.2221539815266927,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,3,20.77174834,0.222172991434733,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,0.0,0.21875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,1.48369631,0.2119791666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,2.96739262,0.2166666666666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,4.45108893,0.214453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,5.93478524,0.2106119791666666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,7.41848155,0.2111002604166666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,8.90217786,0.2112630208333333,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,10.38587417,0.2108805338541666,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,11.86957048,0.2107625325520833,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,13.35326679,0.2109476725260416,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,14.8369631,0.2109995524088541,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,16.32065941,0.2107869466145833,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.3,4,17.80435572,0.2108983357747395,5,11,14,32
