strain,growth_rate_ratio,mtdna_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,5.93478524,0.491796875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,7.41848155,0.4820564516129032,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,8.90217786,0.47546824104234525,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,10.385874170000001,0.46644681742043553,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,11.86957048,0.4613718990590248,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,13.35326679,0.4540312908853031,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,14.8369631,0.44517494985513706,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,16.32065941,0.43520655270655273,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,17.80435572,0.424972723305208,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,19.28805203,0.41499328296173144,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,1.0,1,20.771748340000002,0.40507763434676675,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,0.0,0.46875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,1.48369631,0.471875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,2.96739262,0.4875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,4.45108893,0.47109375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,5.93478524,0.47541666666666665,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,7.41848155,0.4649234693877551,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,8.90217786,0.46210801393728224,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,10.385874170000001,0.4578096947935368,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,11.86957048,0.4493663594470046,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,13.35326679,0.44058533145275036,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,14.8369631,0.43206782713085234,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,16.32065941,0.42217798846342663,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,17.80435572,0.4127595209805516,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,19.28805203,0.4035138937601632,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,0,20.771748340000002,0.39331635596801456,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,0.0,0.46875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,1.48369631,0.4618055555555556,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,2.96739262,0.4565972222222222,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,4.45108893,0.4607142857142857,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,5.93478524,0.4554227941176471,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,7.41848155,0.46111111111111114,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,8.90217786,0.45097583643122674,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,10.385874170000001,0.4422080979284369,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,11.86957048,0.43359375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,13.35326679,0.42490191270230504,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,14.8369631,0.4160944946074743,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,16.32065941,0.40753878319713993,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,17.80435572,0.3983582368626431,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,19.28805203,0.38914323425242464,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.9,1,20.771748340000002,0.3790946530694873,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,0.0,0.4375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,1.48369631,0.45625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,2.96739262,0.4546875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,4.45108893,0.46634615384615385,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,5.93478524,0.45413961038961037,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,7.41848155,0.44076797385620914,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,8.90217786,0.4387541806020067,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,10.385874170000001,0.4341460817717206,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,11.86957048,0.42269306282722513,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,13.35326679,0.4164405183872397,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,14.8369631,0.40834134071896905,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,16.32065941,0.39976761252446186,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,17.80435572,0.39008778749119927,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,19.28805203,0.3811679471878264,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,0,20.771748340000002,0.3715238753379302,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,0.0,0.4375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,1.48369631,0.4305555555555556,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,2.96739262,0.43014705882352944,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,4.45108893,0.4346590909090909,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,5.93478524,0.4389423076923077,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,7.41848155,0.433349609375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,8.90217786,0.43172690763052207,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,10.385874170000001,0.42979979466119095,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,11.86957048,0.4255983350676379,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,13.35326679,0.41516902725815075,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,14.8369631,0.40739733478379114,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,16.32065941,0.3994753428452694,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,17.80435572,0.3904364281177218,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,19.28805203,0.3807170385942216,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.8,1,20.771748340000002,0.3710453165575509,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,0.0,0.40625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,1.48369631,0.39375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,2.96739262,0.4015625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,4.45108893,0.36875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,5.93478524,0.3737824675324675,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,7.41848155,0.378125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,8.90217786,0.36834881756756754,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,10.385874170000001,0.3599417098445596,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,11.86957048,0.3552284710017575,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,13.35326679,0.3450252242152466,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,14.8369631,0.3384056325232796,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,16.32065941,0.3299067508359276,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,17.80435572,0.3189552785923754,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,19.28805203,0.3102424095847596,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,0,20.771748340000002,0.3010832376665358,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,0.0,0.40625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,1.48369631,0.403125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,2.96739262,0.425,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,4.45108893,0.434375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,5.93478524,0.442246835443038,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,7.41848155,0.43911290322580643,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,8.90217786,0.4456967213114754,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,10.385874170000001,0.4407508389261745,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,11.86957048,0.43368055555555557,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,13.35326679,0.4237292757417103,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,14.8369631,0.41499805598755835,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,16.32065941,0.40694357943607745,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,17.80435572,0.39744791967222576,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,19.28805203,0.3876449600211653,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.7,1,20.771748340000002,0.37796844137188007,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,0.0,0.375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,1.48369631,0.378125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,2.96739262,0.3765625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,4.45108893,0.37335526315789475,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,5.93478524,0.3704769736842105,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,7.41848155,0.36139455782312924,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,8.90217786,0.3535839160839161,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,10.385874170000001,0.34834070796460176,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,11.86957048,0.34403153153153154,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,13.35326679,0.33852262340036565,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,14.8369631,0.33230878268919234,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,16.32065941,0.323892731018246,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,17.80435572,0.31613306933652124,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,19.28805203,0.30791497377277827,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,0,20.771748340000002,0.2992811572243843,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,0.0,0.375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,1.48369631,0.3680555555555556,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,2.96739262,0.3680555555555556,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,4.45108893,0.3715277777777778,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,5.93478524,0.3723958333333333,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,7.41848155,0.3804632867132867,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,8.90217786,0.3774641577060932,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,10.385874170000001,0.3670444139194139,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,11.86957048,0.3589519140989729,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,13.35326679,0.351070752484619,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,14.8369631,0.34513187935592404,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,16.32065941,0.3352516223827599,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,17.80435572,0.32659949661301346,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,19.28805203,0.31733986804305964,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.6,1,20.771748340000002,0.30785465526362193,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,0.0,0.34375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,1.48369631,0.334375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,2.96739262,0.31743421052631576,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,4.45108893,0.3141891891891892,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,5.93478524,0.3254464285714286,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,7.41848155,0.3248175182481752,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,8.90217786,0.31854089219330856,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,10.385874170000001,0.3100375234521576,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,11.86957048,0.30061367969494757,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,13.35326679,0.2943562982625483,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,14.8369631,0.2879868936795688,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,16.32065941,0.28136242401687134,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,17.80435572,0.273752433128218,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,19.28805203,0.2660421964399237,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,0,20.771748340000002,0.25809501585206884,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,0.0,0.34375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,1.48369631,0.346875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,2.96739262,0.3625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,4.45108893,0.35546875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,5.93478524,0.3529647435897436,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,7.41848155,0.3445669934640523,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,8.90217786,0.33632425742574257,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,10.385874170000001,0.3288364249578415,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,11.86957048,0.3244925213675214,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,13.35326679,0.31692934782608695,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,14.8369631,0.30733196993146145,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,16.32065941,0.29898894996634506,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,17.80435572,0.2910990557988738,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,19.28805203,0.28296303238271,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.5,1,20.771748340000002,0.2744967582249091,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,0.0,0.28125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,1.48369631,0.2625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,2.96739262,0.26875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,4.45108893,0.278125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,5.93478524,0.27844551282051283,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,7.41848155,0.2704248366013072,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,8.90217786,0.26588804713804715,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,10.385874170000001,0.2591034923339012,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,11.86957048,0.2564645922746781,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,13.35326679,0.24858695652173912,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,14.8369631,0.2436361641430766,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,16.32065941,0.2360084990556605,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,17.80435572,0.2283374297752809,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,19.28805203,0.220958430381185,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,0,20.771748340000002,0.21387843780038163,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,0.0,0.28125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,1.48369631,0.28125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,2.96739262,0.29605263157894735,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,4.45108893,0.29769736842105265,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,5.93478524,0.30532094594594594,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,7.41848155,0.30743243243243246,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,8.90217786,0.30304982817869414,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,10.385874170000001,0.29463505244755245,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,11.86957048,0.29039228723404253,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,13.35326679,0.2839759442446043,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,14.8369631,0.2771674076607387,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,16.32065941,0.2683288059183909,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,17.80435572,0.26099608118383344,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,19.28805203,0.2532813379343029,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.4,1,20.771748340000002,0.24555283958942084,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,0.0,0.21875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,1.48369631,0.240625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,2.96739262,0.240625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,4.45108893,0.2299679487179487,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,5.93478524,0.2203733766233766,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,7.41848155,0.221609477124183,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,8.90217786,0.21730132450331127,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,10.385874170000001,0.21308236272878536,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,11.86957048,0.20560599662162163,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,13.35326679,0.20001870457460452,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,14.8369631,0.19239148084000865,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,16.32065941,0.18665070399476097,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,17.80435572,0.181380036327609,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,19.28805203,0.17562995921651314,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,0,20.771748340000002,0.16937855853839373,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,0.0,0.21875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,1.48369631,0.215625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,2.96739262,0.2125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,4.45108893,0.2075320512820513,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,5.93478524,0.21387987012987014,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,7.41848155,0.21323529411764705,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,8.90217786,0.21413934426229508,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,10.385874170000001,0.21057533112582782,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,11.86957048,0.20401486599664992,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,13.35326679,0.19959336713138995,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,14.8369631,0.19435861922011508,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,16.32065941,0.18841289872194178,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,17.80435572,0.18208620082366966,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,19.28805203,0.17593601426307448,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.3,1,20.771748340000002,0.16941492294544153,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,0.0,0.15625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,1.48369631,0.15625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,2.96739262,0.1527777777777778,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,4.45108893,0.14583333333333334,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,5.93478524,0.1480034722222222,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,7.41848155,0.14326584507042253,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,8.90217786,0.13957597173144876,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,10.385874170000001,0.13326214028776978,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,11.86957048,0.1321702800361337,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,13.35326679,0.1280241935483871,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,14.8369631,0.12381981002517739,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,16.32065941,0.1196320564516129,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,17.80435572,0.11544716330551692,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,19.28805203,0.11166422725154375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,0,20.771748340000002,0.10760900194692079,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,0.0,0.15625,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,1.48369631,0.146875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,2.96739262,0.1578125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,4.45108893,0.14921875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,5.93478524,0.15704113924050633,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,7.41848155,0.15783227848101267,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,8.90217786,0.16273961661341854,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,10.385874170000001,0.15433467741935483,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,11.86957048,0.15288188816855752,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,13.35326679,0.14887081973898858,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,14.8369631,0.1450595115945003,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,16.32065941,0.1408168265758795,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,17.80435572,0.13668063628814614,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,19.28805203,0.13163526838187278,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.2,1,20.771748340000002,0.12674236202365308,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,0.0,0.09375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,1.48369631,0.103125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,2.96739262,0.0921875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,4.45108893,0.10234375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,5.93478524,0.10403481012658228,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,7.41848155,0.10225474683544304,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,8.90217786,0.09842754777070063,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,10.385874170000001,0.09979033546325879,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,11.86957048,0.09608997584541062,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,13.35326679,0.09210659385113269,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,14.8369631,0.08924309364208816,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,16.32065941,0.08757319246435845,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,17.80435572,0.08478926052739166,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,19.28805203,0.08137040504835441,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,0,20.771748340000002,0.07812439636855321,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,0.0,0.09375,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,1.48369631,0.0875,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,2.96739262,0.0828125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,4.45108893,0.078125,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,5.93478524,0.07578125,5,11,14,32
