strain,growth_rate_ratio,mtdna_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,7.41848155,0.07488207547169812,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,8.90217786,0.07763364779874214,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,10.385874170000001,0.07682086614173228,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,11.86957048,0.076076224328594,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,13.35326679,0.07455251186708861,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,14.8369631,0.07309626436781609,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,16.32065941,0.07054095384921424,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,17.80435572,0.06791959786459113,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,19.28805203,0.06545947281507243,5,11,14,32
WT (ic) and ∆atp6,0.9311441347234344,0.1,1,20.771748340000002,0.06274785713389305,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,0.0,0.46875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,1.48369631,0.46875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,2.96739262,0.490625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,4.45108893,0.48359375,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,5.93478524,0.49140625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,7.41848155,0.4904296875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,8.90217786,0.48603515625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,10.385874170000001,0.48447265625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,11.86957048,0.48720703125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,13.35326679,0.48687744140625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,14.8369631,0.485870361328125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,16.32065941,0.485723876953125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,17.80435572,0.48553924560546874,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,19.28805203,0.48535003662109377,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,0,20.771748340000002,0.4853981018066406,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,0.0,0.46875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,1.48369631,0.453125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,2.96739262,0.459375,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,4.45108893,0.4484375,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,5.93478524,0.453515625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,7.41848155,0.4498046875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,8.90217786,0.4451171875,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,10.385874170000001,0.447265625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,11.86957048,0.44609375,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,13.35326679,0.44639892578125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,14.8369631,0.446783447265625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,16.32065941,0.4472930908203125,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,17.80435572,0.4469635009765625,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,19.28805203,0.44710464477539064,5,11,14,32
WT (ic) and WT (ic),1.010952494369653,0.93,1,20.771748340000002,0.4470634460449219,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,1.48369631,0.546875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,2.96739262,0.540625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,4.45108893,0.5484375,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,5.93478524,0.55546875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,7.41848155,0.553995253164557,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,8.90217786,0.5595332278481012,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,10.385874170000001,0.5561214398734177,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,11.86957048,0.5571350870253164,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,13.35326679,0.5546225761772853,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,14.8369631,0.554972266244057,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,16.32065941,0.555093303925456,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,17.80435572,0.554490481036537,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,19.28805203,0.5542043026116343,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,0,20.771748340000002,0.5536524994713733,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,0.0,0.5625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,1.48369631,0.5875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,2.96739262,0.590625,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,4.45108893,0.5921875,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,5.93478524,0.6107594936708861,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,7.41848155,0.6101661392405063,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,8.90217786,0.6092761075949367,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,10.385874170000001,0.6081616481774961,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,11.86957048,0.6047458300238284,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,13.35326679,0.6053958085021851,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,14.8369631,0.6046554981109564,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,16.32065941,0.6047025823465021,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,17.80435572,0.6050099008667928,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,19.28805203,0.6041469164754016,5,11,14,32
WT (ic) and WT (il),0.9970296856337968,1.31,1,20.771748340000002,0.6036289390854702,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,0.0,0.53125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,1.48369631,0.5125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,2.96739262,0.5015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,4.45108893,0.49375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,5.93478524,0.490625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,7.41848155,0.4927734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,8.90217786,0.4861328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,10.385874170000001,0.486669921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,11.86957048,0.48779296875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,13.35326679,0.486767578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,14.8369631,0.487353515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,16.32065941,0.4878662109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,17.80435572,0.4879730224609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,19.28805203,0.4880409240722656,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,0,20.771748340000002,0.4881389617919922,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,0.0,0.53125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,1.48369631,0.540625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,2.96739262,0.5375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,4.45108893,0.521875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,5.93478524,0.50546875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,7.41848155,0.5125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,8.90217786,0.5150390625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,10.385874170000001,0.518505859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,11.86957048,0.5184326171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,13.35326679,0.51929931640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,14.8369631,0.51888427734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,16.32065941,0.5186981201171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,17.80435572,0.5187484741210937,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,19.28805203,0.5186332702636719,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.07,1,20.771748340000002,0.5187721252441406,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,0.0,0.5,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,1.48369631,0.5,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,2.96739262,0.4890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,4.45108893,0.46796875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,5.93478524,0.47421875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,7.41848155,0.473046875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,8.90217786,0.4720703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,10.385874170000001,0.474853515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,11.86957048,0.4760009765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,13.35326679,0.47645263671875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,14.8369631,0.476416015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,16.32065941,0.476116943359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,17.80435572,0.4763092041015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,19.28805203,0.4764366149902344,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,0,20.771748340000002,0.4765472412109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,0.0,0.5,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,1.48369631,0.496875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,2.96739262,0.51875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,4.45108893,0.521875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,5.93478524,0.511328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,7.41848155,0.508203125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,8.90217786,0.50634765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,10.385874170000001,0.50869140625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,11.86957048,0.508251953125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,13.35326679,0.508984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,14.8369631,0.508941650390625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,16.32065941,0.509405517578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,17.80435572,0.510308837890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,19.28805203,0.5103141784667968,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,1.0,1,20.771748340000002,0.5102607727050781,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,0.0,0.46875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,1.48369631,0.478125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,2.96739262,0.46875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,4.45108893,0.46484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,5.93478524,0.47578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,7.41848155,0.479296875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,8.90217786,0.4744140625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,10.385874170000001,0.474951171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,11.86957048,0.47392578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,13.35326679,0.47486572265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,14.8369631,0.47490234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,16.32065941,0.4757659912109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,17.80435572,0.47614593505859376,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,19.28805203,0.47624740600585935,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,0,20.771748340000002,0.4763317108154297,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,0.0,0.46875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,1.48369631,0.453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,2.96739262,0.484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,4.45108893,0.4859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,5.93478524,0.49140625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,7.41848155,0.492578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,8.90217786,0.49189453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,10.385874170000001,0.4927734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,11.86957048,0.490771484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,13.35326679,0.49117431640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,14.8369631,0.4914306640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,16.32065941,0.4917694091796875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,17.80435572,0.49171600341796873,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,19.28805203,0.4917945861816406,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.9,1,20.771748340000002,0.49184532165527345,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,0.0,0.4375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,1.48369631,0.440625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,2.96739262,0.4484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,4.45108893,0.46640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,5.93478524,0.4578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,7.41848155,0.448046875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,8.90217786,0.43876953125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,10.385874170000001,0.436328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,11.86957048,0.4370361328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,13.35326679,0.436181640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,14.8369631,0.435943603515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,16.32065941,0.435772705078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,17.80435572,0.43637237548828123,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,19.28805203,0.436553955078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,0,20.771748340000002,0.4364521026611328,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,0.0,0.4375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,1.48369631,0.45,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,2.96739262,0.465625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,4.45108893,0.45078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,5.93478524,0.455078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,7.41848155,0.459765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,8.90217786,0.45859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,10.385874170000001,0.460986328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,11.86957048,0.4590576171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,13.35326679,0.4589599609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,14.8369631,0.458978271484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,16.32065941,0.459027099609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,17.80435572,0.4590576171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,19.28805203,0.45930023193359376,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.8,1,20.771748340000002,0.45956573486328123,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,0.0,0.40625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,1.48369631,0.40625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,2.96739262,0.375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,4.45108893,0.37890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,5.93478524,0.37734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,7.41848155,0.3814453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,8.90217786,0.38330078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,10.385874170000001,0.385205078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,11.86957048,0.38515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,13.35326679,0.38590087890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,14.8369631,0.3864990234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,16.32065941,0.3862579345703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,17.80435572,0.38612823486328124,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,19.28805203,0.38595733642578123,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,0,20.771748340000002,0.3860931396484375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,0.0,0.40625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,1.48369631,0.4125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,2.96739262,0.4015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,4.45108893,0.40234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,5.93478524,0.403515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,7.41848155,0.403125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,8.90217786,0.4005859375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,10.385874170000001,0.401171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,11.86957048,0.4001708984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,13.35326679,0.39825439453125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,14.8369631,0.398150634765625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,16.32065941,0.39793701171875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,17.80435572,0.39796905517578124,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,19.28805203,0.3979461669921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.7,1,20.771748340000002,0.39800682067871096,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,0.0,0.375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,1.48369631,0.371875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,2.96739262,0.3734375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,4.45108893,0.3671875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,5.93478524,0.371875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,7.41848155,0.358984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,8.90217786,0.35830078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,10.385874170000001,0.358056640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,11.86957048,0.3584228515625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,13.35326679,0.3595947265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,14.8369631,0.359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,16.32065941,0.3600311279296875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,17.80435572,0.35941162109375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,19.28805203,0.35954742431640624,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,0,20.771748340000002,0.359454345703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,0.0,0.375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,1.48369631,0.36875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,2.96739262,0.36875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,4.45108893,0.35625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,5.93478524,0.340234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,7.41848155,0.3306640625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,8.90217786,0.3359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,10.385874170000001,0.330224609375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,11.86957048,0.3285400390625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,13.35326679,0.32764892578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,14.8369631,0.328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,16.32065941,0.3288482666015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,17.80435572,0.3287628173828125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,19.28805203,0.32872848510742186,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.6,1,20.771748340000002,0.3287971496582031,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,0.0,0.34375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,1.48369631,0.35,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,2.96739262,0.334375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,4.45108893,0.33828125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,5.93478524,0.33125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,7.41848155,0.3236328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,8.90217786,0.32392578125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,10.385874170000001,0.324169921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,11.86957048,0.3239990234375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,13.35326679,0.323291015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,14.8369631,0.323382568359375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,16.32065941,0.3234588623046875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,17.80435572,0.32333221435546877,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,19.28805203,0.3234527587890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,0,20.771748340000002,0.3232616424560547,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,0.0,0.34375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,1.48369631,0.31875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,2.96739262,0.3265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,4.45108893,0.31328125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,5.93478524,0.308984375,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,7.41848155,0.3041015625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,8.90217786,0.29970703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,10.385874170000001,0.297265625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,11.86957048,0.29638671875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,13.35326679,0.29605712890625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,14.8369631,0.29580078125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,16.32065941,0.29617919921875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,17.80435572,0.2960235595703125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,19.28805203,0.2960517883300781,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.5,1,20.771748340000002,0.2960662841796875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,0.0,0.28125,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,1.48369631,0.290625,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,2.96739262,0.2875,5,11,14,32
WT (ic) and ∆cob,1.0286195767971165,0.4,0,4.45108893,0.3046875,5,11,14,32
