growth_rate_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud,growth_rate_ratio
0.9311447368601041,0,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,0,1.48369631,0.5203125,5,11,14,32,0.9311447368601041
0.9311447368601041,0,2.96739262,0.5361842105263158,5,11,14,32,0.9311447368601041
0.9311447368601041,0,4.45108893,0.5248287671232876,5,11,14,32,0.9311447368601041
0.9311447368601041,0,5.93478524,0.5250880281690141,5,11,14,32,0.9311447368601041
0.9311447368601041,0,7.41848155,0.5160845588235294,5,11,14,32,0.9311447368601041
0.9311447368601041,0,8.90217786,0.5075934579439252,5,11,14,32,0.9311447368601041
0.9311447368601041,0,10.385874170000001,0.5025370105062082,5,11,14,32,0.9311447368601041
0.9311447368601041,0,11.86957048,0.49339939024390245,5,11,14,32,0.9311447368601041
0.9311447368601041,0,13.35326679,0.48502798507462686,5,11,14,32,0.9311447368601041
0.9311447368601041,0,14.8369631,0.47516443187595325,5,11,14,32,0.9311447368601041
0.9311447368601041,0,16.32065941,0.4647518203094526,5,11,14,32,0.9311447368601041
0.9311447368601041,0,17.80435572,0.4539456745623069,5,11,14,32,0.9311447368601041
0.9311447368601041,0,19.28805203,0.4431593653539568,5,11,14,32,0.9311447368601041
0.9311447368601041,0,20.771748340000002,0.4319108067841242,5,11,14,32,0.9311447368601041
0.9311447368601041,1,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,1,1.48369631,0.5078125,5,11,14,32,0.9311447368601041
0.9311447368601041,1,2.96739262,0.50078125,5,11,14,32,0.9311447368601041
0.9311447368601041,1,4.45108893,0.5048076923076923,5,11,14,32,0.9311447368601041
0.9311447368601041,1,5.93478524,0.4948937908496732,5,11,14,32,0.9311447368601041
0.9311447368601041,1,7.41848155,0.482755016722408,5,11,14,32,0.9311447368601041
0.9311447368601041,1,8.90217786,0.47078687821612347,5,11,14,32,0.9311447368601041
0.9311447368601041,1,10.385874170000001,0.46065528634361236,5,11,14,32,0.9311447368601041
0.9311447368601041,1,11.86957048,0.45025078899909826,5,11,14,32,0.9311447368601041
0.9311447368601041,1,13.35326679,0.44180019526763153,5,11,14,32,0.9311447368601041
0.9311447368601041,1,14.8369631,0.4309166079191634,5,11,14,32,0.9311447368601041
