growth_rate_ratio,simulation_index,time,mean_h,nspl,ndau,ngen,startbud,growth_rate_ratio
0.9311447368601041,0,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,0,1.48369631,0.49461206896551724,5,11,14,32,0.9311447368601041
0.9311447368601041,0,2.96739262,0.49861725663716816,5,11,14,32,0.9311447368601041
0.9311447368601041,0,4.45108893,0.5002815315315315,5,11,14,32,0.9311447368601041
0.9311447368601041,0,5.93478524,0.49942528735632186,5,11,14,32,0.9311447368601041
0.9311447368601041,0,7.41848155,0.4938469570405728,5,11,14,32,0.9311447368601041
0.9311447368601041,0,8.90217786,0.49200669914738127,5,11,14,32,0.9311447368601041
0.9311447368601041,0,10.385874170000001,0.4863372545964475,5,11,14,32,0.9311447368601041
0.9311447368601041,0,11.86957048,0.47852969425324154,5,11,14,32,0.9311447368601041
0.9311447368601041,0,13.35326679,0.47226229944335296,5,11,14,32,0.9311447368601041
0.9311447368601041,0,14.8369631,0.46478398545272137,5,11,14,32,0.9311447368601041
0.9311447368601041,0,16.32065941,0.45568365133968636,5,11,14,32,0.9311447368601041
0.9311447368601041,0,17.80435572,0.4459989682505022,5,11,14,32,0.9311447368601041
0.9311447368601041,0,19.28805203,0.43638960716893016,5,11,14,32,0.9311447368601041
0.9311447368601041,0,20.771748340000002,0.426522505600282,5,11,14,32,0.9311447368601041
0.9311447368601041,1,0.0,0.5,5,11,14,32,0.9311447368601041
0.9311447368601041,1,1.48369631,0.49635416666666665,5,11,14,32,0.9311447368601041
0.9311447368601041,1,2.96739262,0.4935897435897436,5,11,14,32,0.9311447368601041
0.9311447368601041,1,4.45108893,0.49236111111111114,5,11,14,32,0.9311447368601041
0.9311447368601041,1,5.93478524,0.4856710829493088,5,11,14,32,0.9311447368601041
0.9311447368601041,1,7.41848155,0.4788722025912839,5,11,14,32,0.9311447368601041
0.9311447368601041,1,8.90217786,0.4753230168269231,5,11,14,32,0.9311447368601041
0.9311447368601041,1,10.385874170000001,0.46939542231812575,5,11,14,32,0.9311447368601041
0.9311447368601041,1,11.86957048,0.46223834913112166,5,11,14,32,0.9311447368601041
0.9311447368601041,1,13.35326679,0.45479739288601456,5,11,14,32,0.9311447368601041
0.9311447368601041,1,14.8369631,0.44692648759136144,5,11,14,32,0.9311447368601041
0.9311447368601041,1,16.32065941,0.4379652082235108,5,11,14,32,0.9311447368601041
0.9311447368601041,1,17.80435572,0.42875408945136784,5,11,14,32,0.9311447368601041
0.9311447368601041,1,19.28805203,0.41892112662134406,5,11,14,32,0.9311447368601041
0.9311447368601041,1,20.771748340000002,0.40905702558704043,5,11,14,32,0.9311447368601041
